work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Chaco,50,Mujer Cis,Developer,Full-Time,Contractor,100% remoto,10.0,0.0,0.0,0,De 101 a 200 personas,0,6,"Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",150000.0,150000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Azure, Kubernetes",Python,chalice,Amazon DynamoDB,Postman,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,29,Varón Cis,Developer,Part-Time,Contractor,100% remoto,7.0,1.0,1.0,0,De 11  a 50  personas,0,6,Ninguna de las anteriores,290000.0,290000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Linux, Serverless","Javascript, SQL","Node.js, React.js",PostgreSQL,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,43,Varón Cis,Developer,Full-Time,Contractor,100% remoto,2.0,2.0,2.0,0,De 101 a 200 personas,0,7,"Horarios flexibles, Vacaciones ilimitadas",819400.0,721072.0,Cobro todo el salario en dólares,No,No recibo bono,3,Salesforce,"CSS, Javascript, PHP, Visualforce",Ninguno de los anteriores,MySQL,"HP LoadRunner, Visual Studio Coded UI",0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,35,Varón Cis,Developer,Full-Time,Contractor,100% remoto,8.0,1.0,1.0,0,De 2 a 10 personas,0,9,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3173016.0,3173016.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, Linux","Javascript, Solidity, TypeScript","Next.js, Node.js, React.js","PostgreSQL, Redis","Jest, Insomnia",5,Universitario,En curso,Ingenieria en Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
Chubut,35,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,13.0,7.0,5.0,3,De 5001 a 10000 personas,0,0,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",900.0,700.0,No cobro mi salario en dolares,Un sueldo,Performance de la compañía,3,"Linux, SAP, Windows Server",".NET, C#, CSS, Javascript, Matlab, PHP, Python, SQL, VBA",".NET Core, jQuery, WordPress","Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,2,Universitario,Completo,Licenciatura en Informática,
Chubut,43,Varón Cis,Networking,Full-Time,Staff (planta permanente),100% presencial,23.0,13.0,3.0,0,De 1001 a 2000 personas,4,6,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Viáticos",1600000.0,1200000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,3,"SAP, VMWare, Windows Server",".NET, HTML, PHP, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 11  a 50  personas,0,5,Capacitaciones y/o cursos,367952.0,303561.0,No cobro mi salario en dolares,No,No recibo bono,2,"Docker, Linux","Java, Javascript","Node.js, Loopback, Quarkus","MongoDB, Redis",Ninguna de las anteriores,1,Universitario,En curso,Licenciatura en Informática,
Chubut,28,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,10.0,7.0,7.0,0,De 11  a 50  personas,0,6,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Viáticos",227730.78,186120.0,No cobro mi salario en dolares,No,No recibo bono,2,"Linux, Windows Server","HTML, Javascript, PHP, SQL, VBA",WordPress,"MySQL, PostgreSQL",Ninguna de las anteriores,0,Universitario,En curso,Analista Programador Universitario,
Chubut,33,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,7.0,1.0,1.0,1,De 201 a 500 personas,0,7,Ninguna de las anteriores,382000.0,308200.0,No cobro mi salario en dolares,No,No recibo bono,3,"Docker, Firebase, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,39,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,20.0,12.0,1.0,1,De 2001a 5000 personas,0,10,Horarios flexibles,1000000.0,930000.0,No cobro mi salario en dolares,No,No recibo bono,4,"Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python",Flask,"Informix, MariaDB, MySQL",Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,43,Varón Cis,Coordinador TI,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),14.0,2.0,2.0,1,De 201 a 500 personas,4,10,Abono de celular,530000.0,530000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,4,"Azure, Windows Server",SQL,jQuery,Microsoft SQL Server,Ninguna de las anteriores,0,Universitario,Completo,Analista Programador Universitario,
Chubut,27,Varón Cis,Becario,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,3.0,3.0,0,De 501 a 1000 personas,5,8,"Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",379107.0,345443.0,No cobro mi salario en dolares,No,No recibo bono,3,Linux,Python,Pytorch,Ninguna de las anteriores,Ninguna de las anteriores,2,Doctorado,En curso,Licenciatura en Sistemas de Información,
Chubut,27,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% presencial,3.0,3.0,3.0,0,De 2 a 10 personas,0,6,Ninguna de las anteriores,260000.0,220000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Docker, Linux","COBOL, CSS, HTML, Java, Javascript, SQL","Bootstrap, Hibernate, Spring",MariaDB,Ninguna de las anteriores,0,Universitario,Completo,Analista Programador Universitario,
Chubut,24,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,5.0,1.0,1.0,0,De 201 a 500 personas,0,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",600000.0,400000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,2,"Amazon Web Services, Docker, Kubernetes","Javascript, TypeScript",Node.js,"Amazon DynamoDB, PostgreSQL",Jest,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,29,Varón Cis,Project Manager,Full-Time,Freelance,100% presencial,0.0,0.0,6.0,1,De 51 a 100 personas,0,1,"Abono de Internet, Horarios flexibles",302000.0,,No cobro mi salario en dolares,No,No recibo bono,3,"Docker, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Bootstrap, Laravel, Node.js, Sveltekit","MySQL, PostgreSQL",Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,46,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,18.0,14.0,10.0,11,De 51 a 100 personas,0,7,"Abono de celular, Viáticos",600000.0,510000.0,No cobro mi salario en dolares,Menos de un sueldo,Mix de las anteriores,3,"Linux, Serverless, Windows Server","Bash/Shell, Javascript, Python",Ninguno de los anteriores,"MariaDB, MySQL",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,30,Varón Cis,Developer,Full-Time,Contractor,100% remoto,2.0,1.0,1.0,0,De 2 a 10 personas,0,0,Horarios flexibles,300000.0,249000.0,No cobro mi salario en dolares,No,No recibo bono,2,Windows Server,".NET, C#, CSS, HTML, Java, Javascript, SQL",".NET Core, Bootstrap, jQuery","Microsoft SQL Server, SQLite","JUnit, Xunit",3,Universitario,En curso,Licenciatura en Informática,
Chubut,26,Varón Cis,Architect,Full-Time,Staff (planta permanente),100% remoto,4.0,1.0,1.0,0,De 2001a 5000 personas,0,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",590000.0,550000.0,No cobro mi salario en dolares,Menos de un sueldo,Mix de las anteriores,4,"Amazon Web Services, Linux, Microcontroladores, Windows Server",".NET, C#, CSS, HTML, Javascript, Python",".NET Core, jQuery, Deno","Oracle, PostgreSQL",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varón Cis,Developer,Full-Time,Contractor,100% remoto,4.0,2.0,2.0,0,De 11  a 50  personas,0,0,Ninguna de las anteriores,307000.0,307000.0,No cobro mi salario en dolares,No,No recibo bono,2,Docker,Javascript,"Next.js, Node.js, React.js",MySQL,Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,39,Varón Cis,Developer,Part-Time,Freelance,100% remoto,1.5,1.5,1.5,0,De 11  a 50  personas,0,3,Ninguna de las anteriores,300000.0,300000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Windows Server, Oracle",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap",Oracle,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 1001 a 2000 personas,0,10,Abono de Internet,395000.0,395000.0,Cobro parte del salario en dólares,Menos de un sueldo,Performance individual,1,Linux,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1,Secundario,Completo,Prefiero no responder,Prefiero no responder
Chubut,38,Varón Cis,HelpDesk,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),15.0,4.0,4.0,0,Más de 10000 personas,4,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",631922.0,532233.0,No cobro mi salario en dolares,Un sueldo,Mix de las anteriores,2,"Amazon Web Services, SAP, VMWare","Bash/Shell, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,0,Universitario,Completo,Analista Programador Universitario,
Chubut,39,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,10.0,8.0,5.0,15,Más de 10000 personas,0,6,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",728000.0,483000.0,Cobro parte del salario en dólares,De uno a tres sueldos,Mix de las anteriores,3,"Amazon Web Services, Docker, Serverless","CSS, HTML, Java, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, Hibernate, Node.js, Spring","MariaDB, MySQL, Redis",JUnit,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,25,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,0.0,0.0,0.0,0,Más de 10000 personas,0,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",564000.0,466726.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,3,"Amazon Web Services, Azure, Google Cloud Platform",Python,Flask,MySQL,Unittest,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,41,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,18.0,10.0,2.0,0,De 1001 a 2000 personas,5,10,Capacitaciones y/o cursos,604275.28,458456.35,No cobro mi salario en dolares,No,No recibo bono,3,"*BSD, Docker, Firebase, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, C, Delphi, HTML, Java, Javascript, PHP, Python, SQL, VBA","Bootstrap, CodeIgniter, Drupal, Flask, Laravel, Node.js, WordPress","Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, Neo4j, PostgreSQL, SQLite, Sybase","PHPUnit, Telerik Studio, Visual Studio Coded UI",3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varon,Developer,Full-Time,Staff (planta permanente),100% remoto,8.0,2.0,2.0,0,Más de 10000 personas,0,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",468000.0,,Cobro parte del salario en dólares,De uno a tres sueldos,Mix de las anteriores,3,"Amazon Web Services, SOA/OSB",SOA/OSB,Ninguno de los anteriores,Oracle,Postman,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,37,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,15.0,3.0,2.0,32,De 501 a 1000 personas,0,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",765000.0,635000.0,No cobro mi salario en dolares,3+ sueldos,Performance de la compañía,3,"Amazon Web Services, Google Cloud Platform, SAP",Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varón Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 11  a 50  personas,5,10,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",420000.0,337000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Azure, SAP, Windows Server, snowflake","Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,3.0,1.0,1.0,0,De 51 a 100 personas,0,7,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",402548.0,340115.0,No cobro mi salario en dolares,No,No recibo bono,2,Docker,"Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,Jest,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,26,Varón Cis,Consultant,Full-Time,Staff (planta permanente),100% remoto,4.0,4.0,2.0,0,De 11  a 50  personas,0,7,"Abono de celular, Capacitaciones y/o cursos",276000.0,230000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Mujer Cis,Technical Leader,Full-Time,Staff (planta permanente),100% presencial,7.0,5.0,2.0,3,De 501 a 1000 personas,0,5,Ninguna de las anteriores,900000.0,590000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,3,Linux,"HTML, Java, Javascript","Angular, Bootstrap, jQuery, Vue.js","Oracle, PostgreSQL",Visual Studio Coded UI,2,Universitario,Completo,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Chubut,33,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,7.0,7.0,7.0,0,De 11  a 50  personas,0,0,Capacitaciones y/o cursos,616000.0,496000.0,No cobro mi salario en dolares,No,No recibo bono,3,Ninguna de las anteriores,PL/SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,38,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,3.0,1.0,1.0,0,Más de 10000 personas,0,10,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",520000.0,410000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,2,Ninguna de las anteriores,"Java, Kotlin",Spring,MySQL,"JUnit, Postman",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Chubut,32,Varón Cis,Architect,Full-Time,Staff (planta permanente),100% remoto,8.0,5.0,5.0,3,De 2001a 5000 personas,0,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",1200000.0,960000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,3,"Azure, Docker, Linux, Windows Server",".NET, C#, CSS, HTML, Python, SQL",".NET Core, jQuery, KendoUI","Oracle, PostgreSQL",Ninguna de las anteriores,2,Universitario,Completo,Licenciatura en Informática,
Chubut,36,Varón Cis,Developer,Full-Time,Contractor,100% remoto,12.0,2.0,3.0,6,De 11  a 50  personas,0,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2540000.0,2400000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Javascript, PHP, SQL, TypeScript","Next.js, Node.js, React.js, Vue.js","MariaDB, Redis",Jest,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
